Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
17,6.96,0,0.077508015,14,92.3146,3,2009,1,2,2,1094.5752
1053,16.75,1,0.045009952,13,186.8556,1,1987,0,2,1,2440.8228
1217,12.792854228644284,2,0.037962696,4,97.5726,5,1985,1,2,3,978.726
1088,12.792854228644284,2,0.187443314,4,220.4772,4,1985,2,0,0,444.7544
678,5.88,1,0.086384841,5,153.2998,1,1987,0,2,1,2153.1972
834,12.792854228644284,2,0.158947217,6,145.5102,5,1985,1,2,3,5978.2182
310,18.85,1,0.141615436,3,169.0132,6,2004,2,1,1,1860.2452
1296,16.0,1,0.0,9,228.8668,8,1997,2,0,1,1612.5676
170,11.5,1,0.01484819,15,172.108,1,1987,0,2,1,2077.296
846,7.31,1,0.026843265,13,109.757,7,2002,1,1,1,1208.427
302,16.7,1,0.070154899,4,218.185,8,1997,2,0,1,5193.24
830,9.895,2,0.028765486,3,115.3492,9,1999,1,0,1,1274.3412
175,12.792854228644284,0,0.012656359,10,37.8822,5,1985,1,2,3,1021.3372
653,8.895,1,0.0,2,178.437,8,1997,2,0,1,1235.059
970,7.93,1,0.005547386,5,121.5414,6,2004,2,1,1,1340.2554
1024,7.645,2,0.0,13,41.7112,7,2002,1,1,1,852.224
1278,14.6,1,0.02575512,9,199.6084,7,2002,1,1,1,3769.7596
218,12.792854228644284,2,0.027214272,3,159.692,5,1985,1,2,3,3515.424
206,8.02,1,0.111666665,13,155.2998,7,2002,1,1,1,1230.3984
1483,5.945,1,0.093026207,9,128.7652,8,1997,2,0,1,516.6608
549,6.98,1,0.041189152,3,82.8934,7,2002,1,1,1,818.934
95,10.1,1,0.046584552,7,61.2878,8,1997,2,0,1,1272.3438
1131,19.1,1,0.097280981,6,232.6958,2,2007,1,1,1,5375.0034
1166,14.35,1,0.080922439,0,80.096,3,2009,1,2,2,1278.336
868,11.6,1,0.017780986,3,177.3686,7,2002,1,1,1,1777.686
1495,15.7,1,0.055979703,8,151.9024,6,2004,2,1,1,1062.6168
32,11.85,1,0.132645493,4,96.9726,6,2004,2,1,1,1174.4712
1202,17.5,1,0.026182758,13,253.6356,9,1999,1,0,1,5086.712
231,12.792854228644284,2,0.0,6,188.2556,5,1985,1,2,3,4693.89
897,8.38,2,0.04688734,0,107.957,8,1997,2,0,1,2966.139
393,12.5,1,0.071354774,15,125.702,9,1999,1,0,1,2530.04
285,12.85,0,0.0,15,254.704,6,2004,2,1,1,2530.04
1199,15.5,2,0.086320509,5,48.1692,2,2007,1,1,1,985.384
154,12.792854228644284,1,0.137539574,3,38.8506,4,1985,2,0,0,37.9506
1536,12.792854228644284,1,0.010467749,9,162.9526,4,1985,2,0,0,822.263
533,11.1,1,0.044814962,13,174.4054,6,2004,2,1,1,4027.4242
433,14.35,2,0.090913642,5,231.2984,8,1997,2,0,1,3243.7776
1448,17.35,1,0.020559846,11,78.7618,8,1997,2,0,1,1288.9888
373,12.792854228644284,2,0.037681359,5,125.1046,5,1985,1,2,3,3859.6426
690,15.1,1,0.095545715,0,157.3604,3,2009,1,2,2,4436.8912
295,12.15,1,0.018395194,5,251.6698,1,1987,0,2,1,6088.0752
428,10.695,2,0.087272074,13,153.7972,2,2007,1,1,1,2025.3636
1029,12.792854228644284,1,0.145464606,10,105.7648,5,1985,1,2,3,2596.62
1020,7.825,2,0.149890395,5,159.0288,1,1987,0,2,1,1257.0304
92,18.35,1,0.041634206,7,188.1872,1,1987,0,2,1,3781.744
153,12.792854228644284,3,0.043029436,0,94.7436,5,1985,1,2,3,1701.7848
1130,17.85,1,0.06594351,5,149.105,7,2002,1,1,1,4643.955
1270,16.75,1,0.032637373,8,191.6162,9,1999,1,0,1,3463.4916
758,10.395,2,0.091096531,0,52.3008,1,1987,0,2,1,2226.4352
551,9.065,1,0.115307979,5,97.0094,6,2004,2,1,1,856.8846
298,7.945,1,0.015873285,13,161.321,6,2004,2,1,1,2773.057
503,7.325,1,0.156307983,6,92.2146,0,1998,1,2,0,91.2146
1427,13.15,1,0.024790707,9,177.5686,2,2007,1,1,1,3910.9092
224,10.5,2,0.093746136,13,211.9244,6,2004,2,1,1,4869.6612
676,6.615,2,0.092158377,3,251.1408,7,2002,1,1,1,3254.4304
1105,15.0,1,0.046469277,1,123.8414,7,2002,1,1,1,1340.2554
779,12.792854228644284,2,0.033144603,6,62.7536,4,1985,2,0,0,61.2536
854,6.11,2,0.102901425,6,128.4968,6,2004,2,1,1,1435.4648
69,14.65,1,0.170663661,7,56.4614,7,2002,1,1,1,1436.7964
1117,10.1,1,0.024213342,3,116.715,7,2002,1,1,1,1281.665
194,12.792854228644284,1,0.08279545,5,245.8776,5,1985,1,2,3,4705.8744
825,18.7,1,0.037622954,6,110.7886,8,1997,2,0,1,1334.2632
1243,6.035,2,0.066155883,0,184.424,2,2007,1,1,1,4660.6
471,8.35,2,0.126869718,5,74.4354,8,1997,2,0,1,1128.531
371,15.5,2,0.025409912,0,83.2934,9,1999,1,0,1,1883.5482
1253,17.75,1,0.076389281,0,111.1544,2,2007,1,1,1,1118.544
117,12.792854228644284,1,0.053113721,14,44.377,5,1985,1,2,3,1211.756
623,18.25,1,0.07595723,13,214.1218,6,2004,2,1,1,1282.3308
739,12.792854228644284,1,0.120986139,1,216.1166,4,1985,2,0,0,435.4332
777,6.4,1,0.084885375,5,39.2796,9,1999,1,0,1,701.7532
859,8.71,1,0.139795569,3,47.2376,3,2009,1,2,2,910.8144
299,12.792854228644284,1,0.02573918,15,120.744,5,1985,1,2,3,3954.852
456,12.792854228644284,0,0.143591586,5,213.5534,4,1985,2,0,0,430.1068
714,17.7,1,0.029999653,13,169.7816,7,2002,1,1,1,2013.3792
608,15.6,1,0.037901015,13,124.1704,2,2007,1,1,1,1877.556
1287,6.57,1,0.096799953,9,192.382,1,1987,0,2,1,4247.804
1174,12.792854228644284,1,0.048830264,13,113.1176,5,1985,1,2,3,2404.8696
1513,11.8,1,0.022879017,8,176.0686,9,1999,1,0,1,533.3058
250,6.89,2,0.136314863,13,195.082,1,1987,0,2,1,2703.148
1446,8.51,1,0.016143389,9,194.2478,7,2002,1,1,1,2324.9736
1531,21.25,1,0.114246019,8,231.23,2,2007,1,1,1,3029.39
1428,7.235,1,0.076975118,9,116.6492,9,1999,1,0,1,2664.5316
1003,12.792854228644284,2,0.06216667,13,112.3518,4,1985,2,0,0,683.1108
847,17.0,2,0.01599013,13,228.8352,9,1999,1,0,1,4351.6688
1045,19.5,1,0.128728258,1,155.3314,3,2009,1,2,2,3412.8908
911,12.792854228644284,1,0.080771137,6,146.4734,5,1985,1,2,3,4157.2552
891,8.18,2,0.082568705,5,56.1588,7,2002,1,1,1,458.0704
550,10.8,1,0.098395216,10,100.8042,6,2004,2,1,1,1488.063
1441,19.35,1,0.027714371,8,65.6168,8,1997,2,0,1,830.9184
1310,21.1,3,0.0,9,233.2958,3,2009,1,2,2,2103.2622
155,16.1,1,0.06528457,4,145.076,9,1999,1,0,1,1904.188
391,12.792854228644284,2,0.102999154,6,169.9448,4,1985,2,0,0,170.4448
1518,12.792854228644284,1,0.057969482,9,119.3124,4,1985,2,0,0,474.0496
827,17.6,1,0.016804724,13,163.4552,0,1998,1,2,0,649.8208
964,9.0,1,0.086440911,13,167.0816,2,2007,1,1,1,1342.2528
257,12.792854228644284,2,0.302478871,13,155.4972,4,1985,2,0,0,311.5944
1002,12.15,2,0.058663727,6,164.1552,3,2009,1,2,2,3249.104
1172,9.395,2,0.286344848,6,139.1838,0,1998,1,2,0,280.9676
552,12.792854228644284,2,0.072762086,6,120.9072,4,1985,2,0,0,122.5072
1058,14.3,1,0.123264522,4,123.273,2,2007,1,1,1,1108.557
708,6.3,1,0.127647181,3,207.927,9,1999,1,0,1,2097.27
831,12.792854228644284,1,0.173206192,4,53.3298,5,1985,1,2,3,1078.596
752,8.155,1,0.119937231,10,189.153,3,2009,1,2,2,2087.283
209,7.575,1,0.055379648,4,198.1768,6,2004,2,1,1,5321.0736
1088,11.8,2,0.107223632,4,223.5772,9,1999,1,0,1,2668.5264
1463,18.75,1,0.0,9,213.3218,6,2004,2,1,1,3419.5488
1388,12.15,1,0.06464846,11,253.404,6,2004,2,1,1,4807.076
409,9.285,2,0.049280292,5,245.6144,8,1997,2,0,1,3920.2304
711,12.792854228644284,2,0.028842332,6,81.496,5,1985,1,2,3,1997.4
752,12.792854228644284,1,0.118872194,10,188.353,5,1985,1,2,3,5313.084
820,5.405,2,0.053924587,3,198.2742,2,2007,1,1,1,4379.6324
473,18.2,2,0.066297055,6,247.1092,8,1997,2,0,1,2241.0828
27,19.6,1,0.024264569,4,46.5718,9,1999,1,0,1,1607.2412
1038,20.25,2,0.076470697,4,196.1794,3,2009,1,2,2,2731.1116
128,6.11,2,0.151827552,14,43.0086,1,1987,0,2,1,490.6946
478,13.8,1,0.141325834,4,265.0884,6,2004,2,1,1,8479.6288
627,11.8,2,0.057538034,10,149.8366,7,2002,1,1,1,1662.5026
460,13.5,2,0.128791854,15,95.4068,6,2004,2,1,1,1944.136
1498,8.695,1,0.119436131,9,94.7094,1,1987,0,2,1,1047.3034
130,7.85,1,0.163310805,7,143.5444,7,2002,1,1,1,3628.61
974,10.1,2,0.045878153,13,38.5848,3,2009,1,2,2,484.7024
1008,5.75,2,0.075322658,4,116.3176,7,2002,1,1,1,2519.3872
889,20.35,1,0.149753132,4,259.7594,0,1998,1,2,0,784.9782
244,14.5,2,0.0,3,41.0454,3,2009,1,2,2,545.2902
203,12.792854228644284,1,0.036494521,5,179.0976,5,1985,1,2,3,5976.2208
21,6.135,1,0.132183029,14,115.086,0,1998,1,2,0,452.744
84,12.792854228644284,1,0.096592065,4,54.893,5,1985,1,2,3,3112.615
1454,13.0,1,0.04188955,9,255.9014,9,1999,1,0,1,3315.0182
1125,16.0,2,0.106663245,0,179.7634,1,1987,0,2,1,4180.5582
1493,12.792854228644284,1,0.112249603,8,123.3414,4,1985,2,0,0,243.6828
872,12.35,1,0.100322104,6,113.7518,2,2007,1,1,1,2049.3324
1453,11.395,0,0.021602001,8,149.1708,6,2004,2,1,1,2708.4744
258,7.435,1,0.123338082,15,206.1638,3,2009,1,2,2,1656.5104
1005,12.8,2,0.114085368,1,141.3838,7,2002,1,1,1,2388.2246
330,9.695,1,0.049498821,13,158.792,0,1998,1,2,0,319.584
147,18.5,2,0.045425939,4,144.9102,1,1987,0,2,1,1895.5326
1187,20.6,2,0.051068365,4,213.0244,0,1998,1,2,0,423.4488
1235,11.6,2,0.144241314,4,239.4222,9,1999,1,0,1,3346.3108
793,15.7,1,0.073605395,0,249.6724,1,1987,0,2,1,6543.4824
928,10.695,2,0.12770295,4,120.444,6,2004,2,1,1,2516.724
1120,19.6,2,0.041655865,5,48.5376,7,2002,1,1,1,335.5632
268,9.195,1,0.015859294,0,84.5592,8,1997,2,0,1,2559.3352
273,7.72,1,0.121497742,6,119.744,6,2004,2,1,1,3355.632
981,8.77,2,0.046844194,6,174.2422,9,1999,1,0,1,1379.5376
961,13.6,2,0.0,6,156.4946,9,1999,1,0,1,2998.0974
179,21.25,1,0.155250377,13,175.737,1,1987,0,2,1,2117.244
860,9.035,2,0.174450933,10,151.0708,2,2007,1,1,1,2708.4744
390,16.7,4,0.199955274,6,182.3976,0,1998,1,2,0,724.3904
569,11.65,1,0.033830011,12,111.686,1,1987,0,2,1,1584.604
133,9.6,1,0.096217262,14,168.5158,1,1987,0,2,1,3342.316
1412,10.85,0,0.028674471,9,115.1808,6,2004,2,1,1,3866.9664
158,7.52,1,0.055213208,6,129.5994,9,1999,1,0,1,642.497
1467,12.5,1,0.00676387,9,40.8112,6,2004,2,1,1,553.9456
534,11.3,1,0.094460314,0,245.3118,0,1998,1,2,0,247.0118
1264,20.75,1,0.025130632,8,150.0734,8,1997,2,0,1,2524.0478
734,15.35,1,0.013812772,5,64.7168,8,1997,2,0,1,1022.6688
181,10.5,2,0.116673795,0,161.721,8,1997,2,0,1,3588.662
474,20.75,2,0.0,12,239.988,7,2002,1,1,1,2636.568
986,12.792854228644284,2,0.245407386,0,92.812,4,1985,2,0,0,93.212
492,12.5,2,0.062597392,0,196.9426,3,2009,1,2,2,5339.0502
243,20.5,1,0.141674844,15,90.7172,1,1987,0,2,1,1605.9096
1197,13.6,2,0.119361718,4,231.63,9,1999,1,0,1,2563.33
390,12.792854228644284,2,0.118883724,6,180.3976,5,1985,1,2,3,7425.0016
222,12.792854228644284,1,0.016876708,6,210.0586,5,1985,1,2,3,6964.9338
478,13.8,1,0.141352562,4,264.1884,8,1997,2,0,1,3179.8608
1214,8.195,1,0.031397503,0,91.3462,6,2004,2,1,1,1388.193
1144,6.195,1,0.072278769,13,120.6098,3,2009,1,2,2,1807.647
271,12.792854228644284,2,0.014497036,4,150.8708,4,1985,2,0,0,150.4708
1523,14.0,1,0.028838938,8,129.331,1,1987,0,2,1,259.662
900,12.792854228644284,1,0.013951504,5,36.719,5,1985,1,2,3,622.523
494,11.5,2,0.126114605,5,99.3358,3,2009,1,2,2,804.2864
682,13.35,1,0.064938448,0,90.0804,6,2004,2,1,1,1561.9668
681,7.21,2,0.144511119,13,100.5332,1,1987,0,2,1,2460.7968
221,19.0,2,0.097294728,5,47.7718,6,2004,2,1,1,1039.9796
961,13.6,2,0.043646901,6,155.7946,6,2004,2,1,1,3471.4812
483,12.792854228644284,1,0.095746519,13,208.6612,5,1985,1,2,3,7317.142
1180,18.35,2,0.092413792,5,183.6266,7,2002,1,1,1,1844.266
674,6.305,2,0.123307177,13,93.5436,9,1999,1,0,1,283.6308
963,15.2,1,0.019031184,13,235.5248,6,2004,2,1,1,4740.496
1238,12.792854228644284,2,0.112668963,6,191.0504,5,1985,1,2,3,5752.512
127,15.2,1,0.113072194,14,35.8848,9,1999,1,0,1,596.5568
1380,15.35,1,0.015708023,11,143.447,7,2002,1,1,1,2576.646
423,7.405,1,0.015259084,3,91.0146,1,1987,0,2,1,729.7168
70,18.7,1,0.014622625,14,52.0324,7,2002,1,1,1,1090.5804
217,12.792854228644284,2,0.022829734,0,241.0538,5,1985,1,2,3,4566.7222
1115,13.15,1,0.020833091,1,86.5566,2,2007,1,1,1,1860.2452
1471,20.6,1,0.071103348,9,75.4696,9,1999,1,0,1,1416.8224
1184,16.5,2,0.159720671,13,144.5128,8,1997,2,0,1,3595.32
223,12.792854228644284,1,0.037345714,6,106.5306,4,1985,2,0,0,104.5306
240,12.792854228644284,2,0.102949031,6,225.272,5,1985,1,2,3,4753.812
1373,11.6,1,0.062903297,8,100.4042,0,1998,1,2,0,595.2252
634,12.35,2,0.158715731,10,157.2946,9,1999,1,0,1,1577.946
403,6.865,2,0.03598621,5,244.1486,3,2009,1,2,2,2687.8346
1491,10.8,1,0.042102658,8,189.7214,2,2007,1,1,1,1695.7926
1226,7.71,2,0.047857877,4,119.7756,2,2007,1,1,1,3029.39
523,12.3,1,0.036590807,5,193.3162,0,1998,1,2,0,192.4162
1033,11.5,0,0.171779865,13,126.0704,3,2009,1,2,2,1627.2152
20,13.85,1,0.051544658,14,142.5154,0,1998,1,2,0,141.8154
42,9.0,1,0.03898577,14,34.619,9,1999,1,0,1,732.38
666,18.85,2,0.138868769,13,251.8724,3,2009,1,2,2,3271.7412
1020,7.825,2,0.251094747,5,156.6288,0,1998,1,2,0,628.5152
601,16.0,1,0.041112694,13,139.9496,3,2009,1,2,2,3105.2912
1164,13.15,1,0.043755405,13,182.895,6,2004,2,1,1,3112.615
400,6.635,2,0.006351876,0,120.3098,3,2009,1,2,2,1446.1176
1386,7.5,1,0.036308404,8,175.4028,7,2002,1,1,1,2833.6448
1055,17.1,1,0.054428368,1,84.9566,3,2009,1,2,2,1014.6792
177,12.792854228644284,1,0.064362554,6,193.7794,5,1985,1,2,3,4876.985
1392,7.93,1,0.071538243,8,44.5086,2,2007,1,1,1,1249.0408
1452,12.6,1,0.007468056,9,186.9556,9,1999,1,0,1,3379.6008
660,15.6,1,0.081562686,0,112.7544,2,2007,1,1,1,1118.544
1530,12.792854228644284,0,0.02746599,9,181.5976,4,1985,2,0,0,543.2928
332,14.85,1,0.093652168,0,141.5812,7,2002,1,1,1,427.4436
817,7.315,1,0.015364173,13,154.334,3,2009,1,2,2,4287.752
449,12.0,2,0.020442889,10,98.0042,9,1999,1,0,1,1587.2672
1341,16.35,1,0.034813556,9,128.402,3,2009,1,2,2,1265.02
1292,17.75,1,0.097862839,8,239.3196,9,1999,1,0,1,3615.294
1490,12.792854228644284,1,0.067824456,9,167.7842,4,1985,2,0,0,165.7842
465,12.792854228644284,2,0.11173569,6,115.9492,4,1985,2,0,0,115.8492
1203,18.6,1,0.048160824,13,188.9898,2,2007,1,1,1,3554.7062
1394,12.65,1,0.047197936,11,114.1202,1,1987,0,2,1,3488.1262
193,12.792854228644284,2,0.06292013,4,88.9856,5,1985,1,2,3,3515.424
196,16.25,1,0.057385239,6,126.2046,6,2004,2,1,1,1369.5506
573,12.792854228644284,1,0.005209791,4,265.2884,5,1985,1,2,3,3179.8608
213,12.792854228644284,1,0.025527994,6,157.5262,4,1985,2,0,0,477.3786
1009,20.2,2,0.096495426,10,175.6028,6,2004,2,1,1,3364.9532
1308,12.792854228644284,1,0.173574402,9,214.0902,4,1985,2,0,0,1061.951
80,15.35,1,0.020409765,14,218.3508,3,2009,1,2,2,2387.5588
1042,7.785,0,0.088888291,6,64.751,7,2002,1,1,1,1201.769
75,17.6,1,0.097367722,4,89.3856,9,1999,1,0,1,878.856
1522,15.1,1,0.059275452,9,238.9248,1,1987,0,2,1,6636.6944
476,9.395,2,0.100555034,0,88.8856,9,1999,1,0,1,439.428
785,9.27,0,0.061775607,4,150.105,6,2004,2,1,1,2696.49
814,12.792854228644284,2,0.012974937,6,115.9834,5,1985,1,2,3,2994.7684
408,18.85,1,0.042614361,3,255.333,1,1987,0,2,1,1794.331
1523,12.792854228644284,1,0.050535312,8,130.031,4,1985,2,0,0,129.831
558,11.0,1,0.008944844,10,122.3756,6,2004,2,1,1,2059.9852
119,13.15,1,0.056418354,14,142.4812,6,2004,2,1,1,2422.1804
557,5.46,2,0.032227432,3,186.824,9,1999,1,0,1,1864.24
928,12.792854228644284,2,0.127108578,4,120.744,5,1985,1,2,3,2756.412
1081,12.35,2,0.064441812,6,110.957,0,1998,1,2,0,219.714
370,6.865,1,0.057152139,13,211.8218,2,2007,1,1,1,4915.6014
1462,17.75,1,0.11147467,11,108.0912,9,1999,1,0,1,1637.868
1271,12.792854228644284,1,0.028410335,9,158.0604,5,1985,1,2,3,4595.3516
397,12.792854228644284,2,0.289522833,6,172.0764,4,1985,2,0,0,171.7764
1441,19.35,1,0.0,8,65.3168,0,1998,1,2,0,191.7504
882,13.8,2,0.064207277,6,76.0012,8,1997,2,0,1,1214.4192
141,9.3,1,0.042463728,7,121.9388,3,2009,1,2,2,1114.5492
840,17.0,2,0.139521931,3,266.8884,8,1997,2,0,1,5034.7796
1281,20.2,1,0.0,9,187.1898,1,1987,0,2,1,2993.4368
797,14.0,2,0.060768862,5,154.8656,2,2007,1,1,1,1390.1904
555,9.195,1,0.101294945,0,46.2744,8,1997,2,0,1,1086.5856
1406,8.39,1,0.120474481,9,165.5868,6,2004,2,1,1,1965.4416
873,5.735,1,0.05695045,6,177.937,6,2004,2,1,1,1587.933
752,8.155,0,0.119351235,10,190.153,1,1987,0,2,1,4933.578
324,17.7,2,0.226122963,15,185.7924,0,1998,1,2,0,370.1848
1534,16.7,1,0.026620627,9,249.2776,8,1997,2,0,1,4210.5192
87,17.25,1,0.042480566,4,173.4764,2,2007,1,1,1,2404.8696
449,12.792854228644284,2,0.0,10,98.2042,4,1985,2,0,0,198.4084
834,13.5,2,0.159720671,6,147.6102,8,1997,2,0,1,4082.6856
509,18.0,1,0.124348482,5,118.3124,1,1987,0,2,1,948.0992
732,20.75,2,0.063684145,2,151.7682,2,2007,1,1,1,1372.2138
1194,17.6,2,0.016092971,1,45.8402,3,2009,1,2,2,1102.5648
14,13.0,2,0.0,14,173.6054,1,1987,0,2,1,1751.054
1258,6.055,1,0.025552424,6,158.492,2,2007,1,1,1,3994.8
285,12.85,1,0.030591255,15,251.404,1,1987,0,2,1,2277.036
1357,10.6,1,0.035336287,8,87.0224,3,2009,1,2,2,1193.1136
501,18.7,1,0.104658344,5,121.2072,6,2004,2,1,1,1470.0864
1314,6.235,1,0.020198354,9,257.9962,8,1997,2,0,1,517.9924
402,15.25,1,0.089816808,5,217.3192,8,1997,2,0,1,5608.6992
1121,19.2,2,0.022954444,6,184.495,9,1999,1,0,1,4028.09
831,11.65,1,0.174049032,4,52.9298,8,1997,2,0,1,647.1576
1046,18.7,1,0.044024163,0,125.902,0,1998,1,2,0,126.502
1440,8.275,1,0.110739031,9,103.3306,3,2009,1,2,2,2404.2038
514,8.895,2,0.039008625,0,209.0296,1,1987,0,2,1,2285.0256
609,20.35,1,0.054277132,13,117.3466,3,2009,1,2,2,824.9262
592,15.85,2,0.007160908,13,39.348,7,2002,1,1,1,719.064
1269,19.0,1,0.129226104,9,190.5872,1,1987,0,2,1,1890.872
1412,10.85,1,0.0,9,119.0808,1,1987,0,2,1,2343.616
513,5.095,2,0.129479176,13,139.7838,6,2004,2,1,1,1264.3542
1306,10.0,1,0.021512619,9,247.775,3,2009,1,2,2,3745.125
1083,5.34,2,0.005958918,13,101.6358,1,1987,0,2,1,1709.1086
187,17.2,2,0.056941603,6,222.5088,1,1987,0,2,1,5369.0112
1534,12.792854228644284,1,0.026491715,9,247.2776,5,1985,1,2,3,6191.94
159,12.792854228644284,1,0.066298469,6,186.824,5,1985,1,2,3,6338.416
932,10.5,1,0.041360997,6,39.5164,1,1987,0,2,1,926.7936
828,10.5,2,0.142759833,1,159.3578,9,1999,1,0,1,3048.6982
988,16.7,2,0.042792568,4,118.6782,3,2009,1,2,2,1549.3166
1548,8.43,1,0.177694846,9,171.1422,8,1997,2,0,1,2586.633
751,7.785,1,0.139552827,4,105.6306,8,1997,2,0,1,418.1224
578,11.35,2,0.045052492,13,102.6016,9,1999,1,0,1,3137.2496
1373,11.6,1,0.037581243,8,98.9042,8,1997,2,0,1,1488.063
1209,6.365,1,0.007342171,5,59.9536,1,1987,0,2,1,980.0576
1504,5.11,1,0.034945416,9,161.121,7,2002,1,1,1,2609.936
1267,10.1,1,0.056030907,9,115.1492,1,1987,0,2,1,1737.738
1150,12.85,1,0.099553084,5,40.0164,2,2007,1,1,1,1312.9576
1127,7.725,1,0.047782959,3,249.1092,8,1997,2,0,1,2490.092
563,12.792854228644284,1,0.007180374,0,47.4034,5,1985,1,2,3,631.8442
1451,12.792854228644284,3,0.019592289,11,56.9614,4,1985,2,0,0,221.0456
728,12.792854228644284,2,0.078758649,6,116.3808,4,1985,2,0,0,234.3616
1490,17.1,1,0.0,9,167.0842,3,2009,1,2,2,1326.2736
1153,12.792854228644284,1,0.18358896,13,154.663,4,1985,2,0,0,312.926
1353,20.1,1,0.034623782,9,118.9782,1,1987,0,2,1,1549.3166
1270,16.75,1,0.032586709,8,191.9162,8,1997,2,0,1,4040.7402
1280,12.792854228644284,1,0.008519718,8,116.9492,5,1985,1,2,3,2780.3808
335,8.905,1,0.143010016,5,61.6878,1,1987,0,2,1,1029.9926
986,6.78,2,0.0,0,94.012,1,1987,0,2,1,1211.756
651,16.85,2,0.079624087,13,111.6544,1,1987,0,2,1,2125.2336
345,14.65,1,0.17138805,6,50.7692,8,1997,2,0,1,1034.6532
73,20.7,1,0.0,4,78.467,8,1997,2,0,1,1607.907
993,12.792854228644284,2,0.235859408,13,46.1402,4,1985,2,0,0,45.9402
1072,12.1,1,0.148612263,6,104.528,9,1999,1,0,1,1384.864
1494,9.1,1,0.134393836,9,48.0718,0,1998,1,2,0,47.2718
1350,15.2,1,0.033599041,9,107.7912,8,1997,2,0,1,1091.912
881,15.15,2,0.066311153,5,145.776,7,2002,1,1,1,3954.852
109,12.792854228644284,1,0.049623924,4,83.225,5,1985,1,2,3,1498.05
749,20.6,1,0.13893181,0,119.5756,0,1998,1,2,0,121.1756
1326,15.3,1,0.0,9,103.5332,6,2004,2,1,1,3383.5956
88,12.792854228644284,1,0.040636926,7,224.6088,5,1985,1,2,3,4474.176
1423,19.25,1,0.107940533,9,35.5558,1,1987,0,2,1,305.6022
832,9.3,2,0.03362713,10,156.1314,2,2007,1,1,1,620.5256
335,12.792854228644284,1,0.142436015,5,62.3878,5,1985,1,2,3,1514.695
683,17.25,2,0.125200788,2,41.648,6,2004,2,1,1,679.116
790,21.25,3,0.019407069,13,119.3756,1,1987,0,2,1,3271.7412
327,20.1,2,0.054445198,5,151.7366,6,2004,2,1,1,4836.3712
1348,18.75,1,0.01040777,9,209.4954,3,2009,1,2,2,2500.7448
1231,17.6,2,0.039443715,13,95.841,2,2007,1,1,1,1641.197
1156,17.75,2,0.038042233,0,154.2656,3,2009,1,2,2,3398.2432
446,19.25,2,0.034770109,3,141.9496,7,2002,1,1,1,988.0472
310,18.85,1,0.141862435,3,171.0132,9,1999,1,0,1,4396.9432
605,17.7,1,0.019438042,5,95.541,0,1998,1,2,0,96.541
1421,12.792854228644284,1,0.073012871,11,67.5142,5,1985,1,2,3,2306.997
359,17.5,1,0.026848529,5,264.891,1,1987,0,2,1,4996.829
56,10.5,1,0.019033838,14,185.624,1,1987,0,2,1,6897.688
1270,16.75,1,0.032771033,8,192.3162,2,2007,1,1,1,2308.9944
1247,8.935,1,0.04026424,5,52.6298,7,2002,1,1,1,808.947
929,12.792854228644284,2,0.074729835,10,183.795,4,1985,2,0,0,549.285
765,15.35,1,0.074601506,13,90.983,6,2004,2,1,1,1348.245
50,12.792854228644284,1,0.078576075,14,78.467,4,1985,2,0,0,229.701
838,15.85,1,0.081719458,1,178.037,1,1987,0,2,1,2646.555
361,6.215,1,0.012173543,6,36.4848,7,2002,1,1,1,447.4176
547,12.792854228644284,1,0.091318935,13,230.7352,5,1985,1,2,3,8474.3024
90,9.5,1,0.085075063,7,189.0872,6,2004,2,1,1,3970.8312
488,17.7,1,0.174644552,6,113.2834,9,1999,1,0,1,1727.751
1329,19.2,1,0.041395775,9,129.731,3,2009,1,2,2,1298.31
185,8.05,2,0.164679597,4,112.1518,8,1997,2,0,1,1252.3698
427,14.7,1,0.121012632,6,49.4034,0,1998,1,2,0,194.4136
414,11.5,2,0.037563325,13,109.5254,6,2004,2,1,1,1627.881
1349,19.85,1,0.026115595,9,49.0376,2,2007,1,1,1,143.8128
1547,20.0,1,0.05848134,8,113.3544,8,1997,2,0,1,2572.6512
256,8.96,2,0.068880971,6,195.3768,1,1987,0,2,1,2759.0752
1369,5.615,1,0.125964559,8,124.773,9,1999,1,0,1,2956.152
908,17.0,1,0.055746931,4,220.0114,2,2007,1,1,1,2217.114
1358,5.82,1,0.080804019,9,171.479,7,2002,1,1,1,4074.696
778,12.792854228644284,2,0.086983591,6,219.8456,5,1985,1,2,3,1547.3192
481,19.1,1,0.064547828,6,212.8586,0,1998,1,2,0,422.1172
1390,12.792854228644284,1,0.075361182,9,155.6656,5,1985,1,2,3,3243.7776
589,12.792854228644284,1,0.081651443,10,152.5682,4,1985,2,0,0,152.4682
1381,9.695,1,0.190711254,8,159.1604,0,1998,1,2,0,633.8416
212,20.6,1,0.023585598,6,94.7778,2,2007,1,1,1,1314.2892
517,9.195,1,0.115064263,5,58.6246,9,1999,1,0,1,868.869
524,10.695,1,0.057909547,6,60.4536,7,2002,1,1,1,183.7608
698,15.75,1,0.054920146,0,195.8452,6,2004,2,1,1,4893.63
1276,19.6,1,0.041291169,9,86.9514,8,1997,2,0,1,1416.8224
